26,Drowning,Middle East/ South Asia,1,Mediterranean,28/10/2015,37.7548,26.9778
27,Drowning,,,Mediterranean,28/10/2015,39.27460011,26.3923698
28,Presumed drowning,Middle East/ South Asia,,Mediterranean,28/10/2015,36.9523,26.9808
29,Presumed drowning,Middle East/ South Asia,,Mediterranean,01/10/2015,36.9523,26.9808
30,Drowning,,,Mediterranean,28/10/2015,39.2772578,26.40953594
31,Died of unknown cause in hospital shortly after rescue,Middle East/ South Asia,,Mediterranean,28/10/2015,37.7548,26.9778
32,Drowning,,13,Mediterranean,28/10/2015,39.4277,26.3885
33,Drowning,,1,Mediterranean,27/10/2015,38.3243,26.28878044
34,Drowning,MENA,,Mediterranean,26/10/2015,38.37315331,26.46039668
35,Suffocation,,,Mediterranean,26/08/2015,34.3434,15.1172
36,,,,Mediterranean,23/08/2015,34.8657,12.6049
37,Drowning,Sub-Saharan Africa,,Mediterranean,26/10/2015,35.88383695,-5.31757345
38,Drowning,,,Mediterranean,25/10/2015,32.5051,14.5102
39,Presumed drowning,Middle East/ South Asia,1,Mediterranean,21/10/2015,39.27406857,26.38001018
40,Drowning,Middle East/ South Asia,1,Mediterranean,22/10/2015,39.3192,26.60176279
41,Drowning,,,Mediterranean,22/10/2015,32.75,13.7167
42,Drowning,MENA,11,Mediterranean,22/10/2015,39.41074434,26.58690625
43,Drowning,Sub-Saharan Africa,1,Mediterranean,21/10/2015,35.8894,-5.32135
44,,South East Asia,,Southeast Asia,23/08/2015,6.44491,100.205
45,Drowning,MENA,1,Mediterranean,19/10/2015,36.1495,29.5934
46,,Middle East/ South Asia,,Mediterranean,18/10/2015,37.2954,27.1127
47,Drowning,Middle East,3,Mediterranean,17/10/2015,36.9523,26.9808
48,Drowning,MENA,,Mediterranean,16/10/2015,39.4162,26.4074
49,Presumed drowning,Middle East/ South Asia,1,Mediterranean,15/10/2015,39.2889504,26.38824993
50,Hit by vehicle,MENA,,Europe,15/10/2015,50.9342,1.78665
51,Hit by train,,,Europe,15/10/2015,50.9364,1.79995
52,Shot,MENA,,Europe,15/10/2015,42.3452,27.1813
53,Drowning,,,Mediterranean,14/10/2015,39.2772578,26.38550335
54,Presumed drowning,,,Mediterranean,05/10/2015,36.8893,27.1828
55,Shot,Central America & Mexico,,Central America incl. Mexico,05/10/2015,19.408,-98.052
56,Presumed drowning,Middle East,,Mediterranean,03/10/2015,36.8915,27.2877
57,Drowning,Middle East,2,Mediterranean,14/10/2015,37.77941392,26.35340986
58,Vehicle accident,Horn of Africa,,Horn of Africa,12/10/2015,9.5116,49.0868
59,Drowning,MENA,,Mediterranean,10/10/2015,31.5548,31.0911
60,Drowning,MENA,,Mediterranean,09/10/2015,39.2841673,26.38550335
61,Drowning,Sub-Saharan Africa,,Mediterranean,09/10/2015,35.9402,-5.4451
62,Vehicle accident,Caribbean,,Caribbean,08/10/2015,18.6046,-70.1862
63,Vehicle accident,,,Europe,05/10/2015,42.3092,21.6499
64,Presumed drowning,,,Mediterranean,04/10/2015,36.8915,27.2877
65,Drowning,,,Mediterranean,01/10/2015,32.7873,12.7826
66,Hit by train,Horn of Africa,,Europe,30/09/2015,50.9171,1.79277
67,drowning,South Asia,,Mediterranean,30/09/2015,39.3346,26.4755
68,,South America,,Central America incl. Mexico,30/09/2015,19.1738,-96.1342
69,Hi by truck,Middle East/ South Asia,,Europe,29/09/2015,50.9513,1.85869
70,Drowning,MENA,5,Mediterranean,29/09/2015,40.6765414,25.94885313
71,Crushed to death,Middle East/ South Asia,,Europe,29/09/2015,50.9513,1.85869
72,Drowning,MENA,,Mediterranean,27/09/2015,37.01356685,27.1819604
73,Presumed drowning,Middle East/ South Asia,,Mediterranean,24/09/2015,37.4667,26.9667
74,Hit by train,Horn of Africa,,Europe,24/09/2015,50.9232,1.78285
75,Presumed drowning,Middle East/ South Asia,,Mediterranean,23/09/2015,39.3671,26.1751
76,Presumed drowning,Middle East/ South Asia,,Mediterranean,22/09/2015,39.3824,26.4864
77,Drowning,Middle East,24,Mediterranean,20/09/2015,39.4196,26.4507
78,Drowning,Middle East/ South Asia,2,Mediterranean,20/09/2015,39.2357,26.665
79,Drowning. Boat collided with ferry,Middle East/ South Asia,13,Mediterranean,20/09/2015,39.44556183,26.04287441
80,Fell from train,Central America & Mexico,,Central America incl. Mexico,20/09/2015,19.7098,-98.9715
81,Drowning,Middle East,,Mediterranean,19/09/2015,39.3877,26.4315
82,Drowning,MENA,,Mediterranean,18/09/2015,38.32860933,26.29358696
83,Electrocution,Middle East/ South Asia,,Europe,18/09/2015,50.9515,1.8457
84,,Sub-Saharan Africa,,Mediterranean,17/09/2015,33.7243,14.436
85,Drowning,Middle East,,Mediterranean,15/09/2015,36.7191,27.3388
86,Drowning,MENA,,Mediterranean,14/09/2015,38.00701904,27.10185693
87,Drowning,MENA,,Mediterranean,05/09/2015,37.5005,27.0791
88,Hit by vehicle,Horn of Africa,,Europe,24/07/2015,50.1487,1.88965
89,Presumed drowning,,,Mediterranean,02/05/2015,35.4607,14.4141
90,,South East Asia,,Southeast Asia,01/05/2015,7.18977,100.595
91,Unknown torture involved,South East Asia,,Southeast Asia,25/05/2015,6.44491,100.5785352
92,Train accident,MENA,,Europe,24/04/2015,41.5579,21.8188
93,Drowning,Central America & Mexico,,U.S./Mexico Border,21/04/2015,27.49541266,-99.52264916
94,Drowning,,,Mediterranean,20/04/2015,36.35278241,27.93825898
95,Drowning Asphyxiation,,,Mediterranean,18/04/2015,35.03,14.6777
96,Burns from cooking gas explosion in connection house in Libya,Sub-Saharan Africa,,Mediterranean,17/04/2015,35.1738,17.2266
97,Drowning,Sub-Saharan Africa,,Mediterranean,16/04/2015,35.7465,14.4141
98,Drowning after being thrown overboard by other passengers,Sub-Saharan Africa,12,Mediterranean,16/04/2015,34.8859,14.4141
99,Drowning,,391,Mediterranean,13/04/2015,36.1734,17.57260684
100,Drowning,East Asia,15,East Asia,27/02/2015,22.2,113.667
101,Drowning,Caribbean,3,Caribbean,11/04/2015,24.3471,-78.6237
102,Drowning,,,Mediterranean,10/04/2015,35.4607,13.1396
103,Drowning,Horn of Africa,,Mediterranean,10/04/2015,32.2144,30.8706
104,Drowning,Caribbean,19,Caribbean,09/04/2015,18.9251,-72.7247
105,Drowning,MENA,4,Mediterranean,06/04/2015,36.7171,27.7259
106,Drowning,Central America,,U.S./Mexico Border,13/04/2015,29.1761,-103.692
107,Drowning,Caribbean,,Caribbean,03/04/2015,18.1354,-67.7856
108,Drowning,Sub-Saharan Africa,,Mediterranean,19/03/2015,33.7123,11.4474
109,Drowning,MENA,3,Mediterranean,17/03/2015,37.02007328,27.40131626
110,Train accident,Central America & Mexico,,Central America incl. Mexico,17/03/2015,18.0623,-93.5596
111,Drowning,,8,North Africa,11/03/2015,27.9202,-15.5474
112,Hypothermia,MENA,,Middle East,10/03/2015,41.7713,26.9385
113,Drowning,Horn of Africa,,Horn of Africa,09/03/2015,13.5819,49.4824
114,Drowning,,,North Africa,08/03/2015,29.5145,-12.7687
115,Drowning,,40,Mediterranean,03/03/2015,36.0313,13.3594
116,Drowning,Central America & Mexico,,Central America incl. Mexico,09/03/2015,17.4987,-91.9804
117,Unclear possibly related to earlier beating by truck driver,Horn of Africa,,Europe,14/02/2015,50.9513,1.85869
118,Drowning,Sub-Saharan Africa,103,Mediterranean,09/02/2015,34.2935,12.6672
119,Drowning,Sub-Saharan Africa,100,Mediterranean,09/02/2015,34.3616,12.9858
120,Drowning,Sub-Saharan Africa,104,Mediterranean,09/02/2015,34.3797,12.8101
121,Hypothermia,Sub-Saharan Africa,,Mediterranean,08/02/2015,34.579,12.4365
122,Drowning,MENA,2,Mediterranean,07/02/2015,36.59079898,28.24872051
123,Drowning,Horn of Africa,,Horn of Africa,02/02/2015,12.5331,47.9224
124,Drowning,Horn of Africa,33,Horn of Africa,02/02/2015,12.8994,43.3632
125,Drowning,Sub-Saharan Africa,2,Mediterranean,30/01/2015,35.4043,-2.86119
126,Drowning,South East Asia,49,Southeast Asia,29/01/2015,16.4181,89.605
127,,Caribbean,,Caribbean,28/01/2015,19.7648,-71.4299
128,,Sub-Saharan Africa,20,Mediterranean,22/01/2015,35.913,14.1659
129,Drowning,,36,Mediterranean,16/01/2015,32.6102,14.5323
130,Severe exhaustion and dehydration,South East Asia,,Southeast Asia,14/01/2015,8.04445,100.284
131,Beating/shot by traffickers,South East Asia,,Southeast Asia,11/01/2015,8.04445,100.284
132,Drowning,Sub-Saharan Africa,,Sub-Saharan Africa,07/01/2015,-22.169,29.81
133,Drowning,Caribbean,,Caribbean,03/01/2015,19.2347,-81.3881
134,,Horn of Africa,,Horn of Africa,01/01/2015,13.5697,44.0146
135,,Horn of Africa,,Horn of Africa,01/01/2015,13.149,44.8505
136,Shot,Horn of Africa,,Horn of Africa,01/01/2015,10.9196,41.9266
137,Starvation,Horn of Africa,,Horn of Africa,01/01/2015,11.9647,43.2884
138,Drowning,MENA,9,Mediterranean,29/12/2014,36.99930035,27.36417998
139,Drowning,MENA,,Mediterranean,28/12/2014,39.9771,19.0503
140,,,30,Mediterranean,24/12/2014,34.3071,16.6113
141,Drowning,,,Mediterranean,23/12/2014,34.8138,13.7109
142,Drowning,,,Mediterranean,19/12/2014,35.8468,-5.80353
143,Drowning,Caribbean,,Caribbean,16/12/2014,23.6445,-80.2881
144,Vehicle accident,MENA,,Europe,12/12/2014,51.1208,1.0437
145,Drowning,Horn of Africa,3,Horn of Africa,07/12/2014,13.1383,43.1598
146,Presumed drowning,Sub-Saharan Africa,23,Mediterranean,05/12/2014,36.3992,-2.38403
147,Hypothermia,Sub-Saharan Africa,,Mediterranean,05/12/2014,34.1618,13.0737
148,Unknown (found on motorway),,,Europe,01/12/2014,50.8476,1.75781
149,Burned to death hiding in truck,,,Europe,19/11/2014,50.9966,2.2574
150,Drowning,Sub-Saharan Africa,6,Mediterranean,25/11/2014,35.9246,13.1616
151,Drowning,Sub-Saharan Africa,12,Mediterranean,17/11/2014,36.3151,12.9199
152,Presumed drowning,Horn of Africa,30,Horn of Africa,11/11/2014,12.093,44.0305
153,Drowning,South Asia,,Mediterranean,07/11/2014,39.279,26.532
154,Drowning,South Asia,11,Middle East,05/11/2014,41.2582,29.1289
155,,Central America,,U.S./Mexico Border,30/10/2014,31.3642,-111.11
156,Presumed drowning,,20,Mediterranean,29/10/2014,34.3706,14.1724
157,Drowning,Caribbean,2,Caribbean,27/10/2014,24.5671,-80.321
158,Hit by truck,Middle East/ South Asia,,Europe,24/10/2014,50.9513,1.85869
159,Hit by vehicle,Horn of Africa,,Europe,20/10/2014,50.95131433,1.85869
160,Drowning,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
161,Drowning,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
162,Drowning due to forced disembarcation,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
163,Drowning,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
164,,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
165,Drowning,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
166,Drowning,Horn of Africa,,Horn of Africa,17/10/2014,12.5331,47.9224
167,Drowning,Horn of Africa,,Horn of Africa,16/10/2014,12.6082,48.8232
168,Drowning,,4,Southeast Asia,14/10/2014,9.00988,98.2892
169,,Central America,,U.S./Mexico Border,12/10/2014,31.7146,-111.438
170,Hyperthermia starvation,,,Mediterranean,10/10/2014,35.898,15.4907
171,Presumed drowning,Caribbean,2,Caribbean,05/10/2014,25.7529,-79.8528
172,Drowning,Horn of Africa,,Horn of Africa,02/10/2014,12.7047,49.4824
173,Drowning,Sub-Saharan Africa,85,Mediterranean,02/10/2014,33.5963,14.6338
174,Drowning,Sub-Saharan Africa,6,Mediterranean,01/10/2014,35.9858,-5.39635
175,,Central America,,U.S./Mexico Border,01/10/2014,32.1376,-112.665
176,,Central America,,U.S./Mexico Border,26/09/2014,31.7673,-111.973
177,,Central America,,U.S./Mexico Border,25/09/2014,32.1498,-112.039
178,,Central America,,U.S./Mexico Border,25/09/2014,32.1236,-113.197
179,,Central America,,U.S./Mexico Border,23/09/2014,31.7497,-111.679
180,Drowning,,33,Mediterranean,21/09/2014,33.6053,16.9684
181,Drowning,MENA,73,Mediterranean,14/09/2014,31.5253,29.6864
182,Drowning,,94,Mediterranean,14/09/2014,33.5048,13.8702
183,Drowning,,16,Mediterranean,12/09/2014,34.9853,16.106
184,Drowning,MENA,497,Mediterranean,12/09/2014,33.9069,14.4141
185,,,,U.S./Mexico Border,12/09/2014,31.7668,-112.049
186,Hyperthermia,Central America,,U.S./Mexico Border,11/09/2014,32.5531,-112.433
187,,Central America,,U.S./Mexico Border,10/09/2014,32.3769,-113.164
188,,,,U.S./Mexico Border,07/09/2014,32.0038,-113.029
189,,Central America,,U.S./Mexico Border,06/09/2014,32.2291,-110.959
190,,Central America,,U.S./Mexico Border,03/09/2014,31.9292,-112.068
191,Presumed drowning,,100,Mediterranean,31/08/2014,32.8879,13.7096
192,Tortured to death,South Asia,,Southeast Asia,31/08/2014,22.6699,88.9467
193,Presumed drowning,East Asia,9,Southeast Asia,09/09/2014,22.2344,113.643
194,Drowning,MENA,,Mediterranean,29/08/2014,33.5111,11.8652
195,Presumed drowning,Caribbean,23,Caribbean,28/08/2014,18.3459,-67.8186
196,Dehydration Presumed drowning,Caribbean,6,Caribbean,28/08/2014,23.6244,-86.2866
197,Drowning,Caribbean,,Caribbean,25/08/2014,26.2937,-80.0615
198,Unknown (skeletal remains),Central America,,U.S./Mexico Border,25/08/2014,31.7552,-111.833
199,Drowning,,,Mediterranean,24/08/2014,34.5671,14.0625
200,Unspecified location between North Africa and Italy. Body brought to Calabria.,,,Mediterranean,24/08/2014,34.3134,16.9189
201,Drowning,Caribbean,5,Caribbean,24/08/2014,25.8709,-79.6756
202,Drowning,Sub-Saharan Africa,8,Mediterranean,23/08/2014,35.2823,15.8752
203,Unknown (skeletal remains),Central America,,U.S./Mexico Border,03/08/2014,32.1119,-112.271
204,Drowning,Sub-Saharan Africa,81,Mediterranean,22/08/2014,32.9212,13.7659
205,Hyperthermia,Central America,,U.S./Mexico Border,21/08/2014,32.1816,-112.424
206,Unknown (skeletal remains),Central America,,U.S./Mexico Border,18/08/2014,32.1991,-112.155
207,Homicide likely by asphyxiation,South Asia,,Europe,16/08/2014,51.4616,0.345211
208,Unknown (skeletal remains),Central America,,U.S./Mexico Border,05/08/2014,31.7938,-112.231
209,Unknown (skeletal remains),Central America,,U.S./Mexico Border,05/08/2014,31.7155,-112.144
210,Unknown (skeletal remains),Central America,,U.S./Mexico Border,05/08/2014,32.0302,-111.747
211,Unknown (skeletal remains),Central America,,U.S./Mexico Border,04/08/2014,31.8323,-112.508
212,Drowning,MENA,170,Mediterranean,03/08/2014,33.49917908,15.49076328
213,Hit by train,Central America,,U.S./Mexico Border,01/08/2014,31.8276,-111.999
214,Unknown (skeletal remains),Central America,,U.S./Mexico Border,31/07/2014,31.8206,-111.686
215,Electrocution,Central America,,U.S./Mexico Border,30/07/2014,32.2862,-112.15
216,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/07/2014,31.8778,-111.853
217,Unknown (skeletal remains),Central America,,U.S./Mexico Border,28/07/2014,31.6232,-111.813
218,Drowning,Sub-Saharan Africa,108,Mediterranean,28/07/2014,34.4666,13.5791
219,Unknown (skeletal remains),Central America,,U.S./Mexico Border,27/07/2014,31.7914,-112.22
220,Hyperthermia,Central America,,U.S./Mexico Border,26/07/2014,31.7903,-112.367
221,Unknown (skeletal remains),Central America,,U.S./Mexico Border,24/07/2014,31.8591,-112.365
222,Hit by truck,Horn of Africa,,Europe,24/07/2014,50.9584,0.175781
223,Drowning,,14,Mediterranean,21/07/2014,36.3557,14.0845
224,Drowning,,,Mediterranean,19/07/2014,33.4442,14.2383
225,Drowning,MENA,53,Mediterranean,19/07/2014,31.5818,30.6711
226,On board violence,Sub-Saharan Africa,,Mediterranean,19/07/2014,34.5821,14.2163
227,Unknown (skeletal remains),Central America,,U.S./Mexico Border,17/07/2014,31.7552,-112.206
228,Drowning,,,Mediterranean,17/07/2014,32.8343,13.7192
229,Presumed drowning,Sub-Saharan Africa,41,Mediterranean,17/07/2014,33.2423,13.1204
230,Drowning,South East Asia,18,Southeast Asia,15/07/2014,6.35306,115.291
231,Drowning,,109,Mediterranean,14/07/2014,33.6564,14.5898
232,Unknown (skeletal remains),Central America,,U.S./Mexico Border,13/07/2014,32.14411219,-111.509938
233,Presumed drowning,,,Mediterranean,12/07/2014,32.9511,13.2042
234,Drowning,Middle East/ South Asia,21,Mediterranean,11/07/2014,37.86203134,26.92196211
235,Drowning,MENA,188,Mediterranean,06/07/2014,32.9615,13.0888
236,,,,Mediterranean,05/07/2014,33.0335,15.293
237,Unknown (skeletal remains),Central America,,U.S./Mexico Border,05/07/2014,31.8871,-112.419
238,Hyperthermia,Central America,,U.S./Mexico Border,02/07/2014,31.7587,-111.714
239,Unknown (skeletal remains),Central America,,U.S./Mexico Border,02/07/2014,31.733,-111.812
240,Unknown (skeletal remains),Central America,,U.S./Mexico Border,01/07/2014,31.7307,-111.842
241,Drowning,,75,Mediterranean,01/07/2014,36.4317,15.8313
242,Asphyxiation and crushing,,,Mediterranean,29/06/2014,36.22284102,14.68871875
243,Drowning,Sub-Saharan Africa,4,Mediterranean,29/06/2014,36.1838,12.6233
244,Unknown (skeletal remains),Central America,,U.S./Mexico Border,28/06/2014,31.8661,-112.033
245,Presumed drowning,Horn of Africa,240,Mediterranean,27/06/2014,34.6033,16.875
246,Unknown (skeletal remains),Central America,,U.S./Mexico Border,25/06/2014,32.21152864,-111.5140579
247,Unknown (skeletal remains),Central America,,U.S./Mexico Border,19/06/2014,31.8556,-111.723
248,Unknown (skeletal remains),Central America,,U.S./Mexico Border,19/06/2014,31.7891,-111.757
249,Hyperthermia,Central America,,U.S./Mexico Border,18/06/2014,31.9838,-112.375
250,Drowning,South East Asia,26,Southeast Asia,18/06/2014,4.66259,99.5451
251,Clubbed/beaten to death,,,Mediterranean,18/06/2014,35.2783,-2.96219
252,,Central America,,U.S./Mexico Border,17/06/2014,31.9407,-112.278
253,,MENA,,Mediterranean,15/06/2014,35.9061,12.475
254,Unknown (skeletal remains),Central America,,U.S./Mexico Border,14/06/2014,31.8801,-111.736
255,Hyperthermia,Central America,,U.S./Mexico Border,14/06/2014,31.9337,-112.017
256,Drowning,,,Mediterranean,14/06/2014,34.2775,14.6338
257,Unknown (skeletal remains),Central America,,U.S./Mexico Border,13/06/2014,32.26897922,-111.4960305
258,Unknown (skeletal remains),Central America,,U.S./Mexico Border,12/06/2014,32.0575,-111.666
259,Unknown (skeletal remains),Central America,,U.S./Mexico Border,12/06/2014,32.206,-111.904
260,Hyperthermia,Central America,,U.S./Mexico Border,12/06/2014,32.1723,-112.034
261,Unknown (skeletal remains),Central America,,U.S./Mexico Border,12/06/2014,31.902,-112.078
262,Unknown (skeletal remains),Central America,,U.S./Mexico Border,10/06/2014,32.22806172,-111.6687087
263,Hyperthermia,Central America,,U.S./Mexico Border,10/06/2014,32.12,-111.986
264,Drowning,,2,Mediterranean,09/06/2014,35.358,12.7826
265,Hyperthermia,Central America,,U.S./Mexico Border,09/06/2014,32.1258,-112.01
266,Unknown (skeletal remains),Central America,,U.S./Mexico Border,09/06/2014,31.9873,-111.861
267,Drowning,Sub-Saharan Africa,,Mediterranean,08/06/2014,35.4125,12.3486
268,Unknown (skeletal remains),Central America,,U.S./Mexico Border,06/06/2014,32.11413845,-111.2796089
269,,,,Mediterranean,05/06/2014,36.4935,13.667
270,Hyperthermia,Central America,,U.S./Mexico Border,03/06/2014,32.0921,-111.929
271,Unknown (skeletal remains),Central America,,U.S./Mexico Border,01/06/2014,32.24780748,-111.4657634
272,Drowning,Horn of Africa,,Horn of Africa,31/05/2014,12.5331,47.9224
273,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/05/2014,32.1316,-112.037
274,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/05/2014,32.0921,-111.839
275,Unknown (skeletal remains),Central America,,U.S./Mexico Border,28/05/2014,32.1584,-111.919
276,Unknown (skeletal remains),Central America,,U.S./Mexico Border,27/05/2014,32.1235,-111.89
277,Asphyxiation,South Asia,,Mediterranean,23/05/2014,39.5061,20.2655
278,Fell from truck,North Africa,,Europe,23/05/2014,50.9513,1.85869
279,Unknown (skeletal remains),Central America,,U.S./Mexico Border,22/05/2014,32.20486202,-111.4550305
280,Unknown (skeletal remains),Central America,,U.S./Mexico Border,21/05/2014,32.1526,-111.861
281,Unknown (skeletal remains),Central America,,U.S./Mexico Border,13/05/2014,32.1607,-111.855
282,Drowning,Sub-Saharan Africa,200,Mediterranean,12/05/2014,34.7086,15.6665
283,Blunt force injuries,Central America,,U.S./Mexico Border,10/05/2014,32.0654,-111.3052083
284,Starvation Dehydration Exhaustion,Sub-Saharan Africa,33,North Africa,09/05/2014,20.086,5.18555
285,Unknown (skeletal remains),Central America,,U.S./Mexico Border,08/05/2014,32.0456,-111.2807834
286,,Horn of Africa,,Mediterranean,07/05/2014,35.8196,11.7554
287,Unknown (skeletal remains),Central America,,U.S./Mexico Border,06/05/2014,32.13633713,-111.4099895
288,Drowning,Sub-Saharan Africa,33,Mediterranean,06/05/2014,33.1045,14.3481
289,Drowning,MENA,7,Mediterranean,05/05/2014,37.84843322,27.1115335
290,Drowning,Horn of Africa,,Mediterranean,02/05/2014,32.6801,15.9961
291,Fell from truck,Horn of Africa,,Europe,02/05/2014,50.9513,1.85869
292,Drowning,Caribbean,3,Caribbean,01/05/2014,18.3079,-69.5819
293,Unknown (skeletal remains),Central America,,U.S./Mexico Border,01/05/2014,32.13281032,-111.5398149
294,Drowning,Horn of Africa,40,Mediterranean,30/04/2014,31.9224,16.5234
295,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/04/2014,32.0374,-111.631
296,Blunt force injuries,Central America,,U.S./Mexico Border,27/04/2014,32.13248362,-111.5813491
297,Hyperthermia,Central America,,U.S./Mexico Border,27/04/2014,32.09096259,-111.541856
298,Shot,,,U.S./Mexico Border,23/04/2014,32.12468768,-111.6389622
299,Shot,East Asia,,Southeast Asia,21/04/2014,21.5928,107.493
300,Unknown (skeletal remains),Central America,,U.S./Mexico Border,18/04/2014,32.2119,-111.996
301,Unknown (skeletal remains),Central America,,U.S./Mexico Border,17/04/2014,32.1991,-111.82
302,Drowning,MENA,1,Mediterranean,16/04/2014,38.66920827,26.63088828
303,,Central America,,U.S./Mexico Border,14/04/2014,32.11650223,-111.4944827
304,Unknown (skeletal remains),Central America,,U.S./Mexico Border,14/04/2014,32.19563524,-111.5666025
305,Unknown (skeletal remains),Central America,,U.S./Mexico Border,14/04/2014,32.17472481,-111.4080442
306,Hyperthermia Abandoned by smugglers in the desert,Horn of Africa,,North Africa,14/04/2014,23.3112,21.8569
307,Unknown (skeletal remains),Central America,,U.S./Mexico Border,10/04/2014,32.0397,-111.633
308,Unknown (skeletal remains),Central America,,U.S./Mexico Border,10/04/2014,31.9967,-111.787
309,Drowning,Sub-Saharan Africa,,Sub-Saharan Africa,09/04/2014,-23.8148,32.4884
310,,,,Mediterranean,09/04/2014,34.5645,15.8862
311,Unknown (skeletal remains),Central America,,U.S./Mexico Border,02/04/2014,32.07696365,-111.3660989
312,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/03/2014,32.1317,-111.816
313,Unknown (skeletal remains),Central America,,U.S./Mexico Border,30/03/2014,32.0444,-111.908
314,Blunt force injuries,Central America & Mexico,,U.S./Mexico Border,30/03/2014,32.17117489,-111.5894827
315,Fell from wall,Central America & Mexico,,U.S./Mexico Border,30/03/2014,34.1014,-110.964
316,Unknown (skeletal remains),Central America,,U.S./Mexico Border,26/03/2014,32.0339,-111.728
317,Unknown (skeletal remains),Central America,,U.S./Mexico Border,26/03/2014,32.084,-111.901
318,Unknown (skeletal remains),Central America,,U.S./Mexico Border,23/03/2014,32.16308885,-111.4407119
319,Drowning,Sub-Saharan Africa,,Sub-Saharan Africa,22/03/2014,1.63236,30.8881
320,Drowning,MENA,2,Mediterranean,18/03/2014,39.39881406,26.49353555
321,Toxic fumes/asphyxiation,,,Mediterranean,17/03/2014,34.9797,12.6563
322,Vehicle accident,Horn of Africa,,Europe,15/03/2014,50.9688,1.87368
323,Unknown (skeletal remains),Central America,,U.S./Mexico Border,15/03/2014,32.18131364,-111.4797256
324,Unknown (skeletal remains),Central America,,U.S./Mexico Border,15/03/2014,32.05104215,-111.4934585
325,,Horn of Africa,,Europe,14/03/2014,50.95027305,1.848663169
326,Vehicle accident,Horn of Africa,,Europe,12/03/2014,50.9686,1.8675
327,Drowning,Horn of Africa,44,Horn of Africa,11/03/2014,12.5331,47.9224
328,Found hanged,South America,,U.S./Mexico Border,11/03/2014,31.6904,-106.425
329,Hit by vehicle,Southern Europe,,Europe,09/03/2014,50.9365,1.85566
330,Hyperthermia,Central America & Mexico,,U.S./Mexico Border,04/03/2014,34.1014,-110.964
331,Drowning after being thrown overboard by other passengers,Horn of Africa,,Mediterranean,27/02/2014,33.1597,15.1831
332,Shot,South Asia,,,26/02/2014,25.1841,88.9055
333,Drowning,Horn of Africa,6,Horn of Africa,26/02/2014,20.2802,38.5126
334,Unknown (skeletal remains),Central America,,U.S./Mexico Border,25/02/2014,32.1398,-111.841
335,Unknown (skeletal remains),Central America,,U.S./Mexico Border,21/02/2014,32.086345,-111.4979622
336,Drowning,Caribbean,,Caribbean,20/02/2014,18.4505,-67.7966
337,,Central America,,U.S./Mexico Border,20/02/2014,32.077,-111.767
338,Shot,Central America,,U.S./Mexico Border,18/02/2014,32.5543,-117.052
